thrds,tps,qps,99% latency
64,4611.85,73799.12,18.28
64,4612.79,73808.05,18.28
64,4609.98,73754.04,18.61
64,4599.44,73599.10,18.28
64,4612.36,73796.60,18.28
64,4611.25,73781.44,18.28
64,4613.32,73810.12,18.28
64,4616.85,73865.73,18.28
64,4596.39,73555.70,18.61
64,4602.98,73631.65,18.61
64,4614.03,73815.52,18.61
64,4609.59,73768.92,18.28
64,4612.58,73801.47,18.28
64,4613.86,73818.98,18.28
64,4609.81,73750.49,18.28
64,4617.55,73884.48,18.61
64,4616.71,73874.04,18.28
64,4590.77,73460.51,18.61
64,4621.23,73916.01,18.28
64,4618.82,73903.31,18.28
64,4608.40,73734.23,18.28
64,4614.58,73840.30,18.28
64,4608.62,73742.86,18.28
64,4610.40,73768.97,18.28
64,4620.00,73904.84,18.28
64,4608.01,73732.37,18.28
64,4615.59,73848.47,18.28
64,4611.61,73787.41,18.28
64,4611.86,73788.49,18.28
64,4614.63,73844.13,18.28
64,4617.33,73858.33,18.28
64,4607.35,73733.68,18.28
64,4614.81,73840.51,18.28
64,4613.78,73810.02,18.28
64,4612.05,73801.99,18.28
64,4614.23,73819.07,18.28
64,4608.18,73740.75,18.61
64,4614.48,73810.95,18.28
64,4612.54,73815.92,18.28
64,4603.67,73659.72,18.61
64,4601.94,73626.40,18.28
64,4601.24,73618.62,18.28
64,4603.16,73651.39,18.95
64,4612.35,73792.74,18.28
64,4616.23,73869.32,18.28
64,4615.62,73851.57,18.28
64,4599.41,73588.95,18.61
64,4613.70,73812.00,18.28
64,4618.91,73906.20,18.28
64,4620.76,73944.19,18.28
64,4612.42,73789.85,18.28
64,4610.75,73773.83,18.28
64,4609.27,73749.66,18.28
64,4611.79,73781.42,18.28
64,4612.52,73799.98,18.28
64,4611.38,73772.80,18.61
64,4620.00,73928.38,18.28
64,4615.39,73858.83,18.28
64,4613.82,73804.57,18.28
64,4601.38,73625.89,18.28
64,4614.83,73853.54,18.28
64,4610.45,73754.61,18.28
64,4610.42,73763.27,18.28
64,4621.78,73956.82,18.28
64,4616.01,73848.95,18.28
64,4607.41,73714.56,18.28
64,4603.57,73665.76,18.28
64,4616.01,73850.29,18.28
64,4614.21,73825.17,18.28
64,4608.41,73743.82,18.28
64,4620.42,73931.72,18.61
64,4614.42,73834.16,18.28
64,4607.26,73705.42,18.61
64,4611.05,73779.67,18.28
64,4610.22,73749.12,18.28
64,4619.14,73915.43,18.28
64,4610.46,73771.77,18.28
64,4608.66,73738.75,18.28
64,4604.56,73672.28,18.28
64,4615.21,73839.76,18.28
64,4598.99,73591.91,18.28
64,4610.72,73750.29,18.28
64,4606.51,73713.75,18.28
64,4609.90,73752.35,18.61
64,4600.05,73619.84,18.61
64,4615.45,73844.01,18.28
64,4607.16,73709.70,18.61
64,4613.43,73813.96,18.61
64,4608.83,73736.54,18.28
64,4624.15,73989.54,18.28
64,4609.58,73756.32,18.61
64,4611.54,73784.30,18.28
64,4617.89,73872.05,18.28
64,4605.77,73717.39,18.28
64,4617.60,73874.98,18.28
64,4611.20,73768.47,18.28
64,4614.20,73838.08,18.28
64,4612.64,73802.98,18.61
64,4611.17,73770.33,18.28
64,4609.32,73753.94,18.61
64,4615.20,73848.83,18.28
64,4601.39,73617.21,18.61
64,4603.94,73665.19,18.61
64,4613.54,73813.56,18.28
64,4624.05,73979.63,18.28
64,4608.58,73736.82,18.28
64,4604.56,73679.72,18.28
64,4601.24,73612.29,18.28
64,4606.84,73713.23,18.28
64,4605.93,73694.50,18.61
64,4621.98,73950.72,18.28
64,4612.01,73802.32,18.28
64,4611.06,73779.00,18.28
64,4617.69,73868.99,18.28
64,4608.19,73723.90,18.28
64,4603.37,73673.98,18.61
64,4615.62,73841.12,18.28
64,4606.82,73703.35,18.28
64,4608.18,73737.48,18.28
64,4605.80,73699.43,18.28
64,4611.80,73784.61,18.28
64,4600.61,73609.60,18.28
64,4620.81,73925.11,18.28
64,4613.98,73833.15,18.28
64,4615.28,73846.61,18.28
64,4594.81,73508.22,18.61
64,4603.80,73659.26,18.61
64,4596.77,73543.06,18.28
64,4615.55,73858.21,18.28
64,4615.47,73838.69,18.61
64,4604.62,73678.51,18.61
64,4614.85,73842.20,18.28
64,4616.44,73854.41,18.28
64,4610.26,73778.43,18.28
64,4609.15,73744.00,18.28
64,4612.08,73789.04,18.28
64,4614.32,73819.71,18.61
64,4621.29,73954.05,18.28
64,4609.70,73752.47,18.61
64,4610.87,73771.39,18.28
64,4615.44,73849.84,18.28
64,4616.35,73857.42,18.28
64,4598.58,73584.71,18.28
64,4605.08,73673.05,18.61
64,4610.16,73773.18,18.28
64,4613.41,73808.13,18.28
64,4618.98,73904.50,18.28
64,4606.42,73706.45,18.61
64,4611.80,73792.04,18.61
64,4606.56,73695.29,18.61
64,4602.38,73627.41,18.28
64,4612.91,73816.72,18.28
64,4614.07,73828.55,18.28
64,4610.21,73760.39,18.28
64,4612.85,73815.22,18.28
64,4613.98,73816.89,18.28
64,4604.13,73672.09,18.28
64,4614.30,73812.18,18.28
64,4597.41,73570.31,18.28
64,4620.62,73924.34,18.28
64,4606.64,73701.57,18.28
64,4616.33,73873.08,18.28
64,4614.39,73840.44,18.28
64,4618.96,73885.20,18.28
64,4606.06,73701.11,18.28
64,4602.77,73655.98,18.28
64,4618.77,73891.55,18.28
64,4608.26,73733.99,18.28
64,4613.20,73798.58,18.28
64,4601.39,73630.97,18.28
64,4613.23,73813.90,18.28
64,4605.43,73691.84,18.28
64,4618.27,73875.36,18.28
64,4612.92,73825.29,18.28
64,4621.10,73924.60,18.28
64,4608.10,73740.20,18.61
64,4607.56,73710.15,18.28
64,4619.86,73919.82,18.28
64,4605.33,73685.07,18.61
64,4605.19,73680.42,18.61
64,4611.20,73787.28,18.28
64,4608.41,73737.19,18.28
64,4600.57,73613.72,18.61
64,4615.45,73843.94,18.28
64,4611.41,73772.61,18.28
64,4621.71,73949.93,18.28
64,4602.87,73642.13,18.61
64,4604.65,73677.43,18.61
64,4614.77,73826.07,18.28
64,4616.32,73872.08,18.28
64,4606.86,73717.68,18.28
64,4610.13,73744.49,18.28
64,4616.41,73866.72,18.28
64,4608.40,73738.55,18.28
64,4612.36,73804.35,18.28
64,4610.62,73764.35,18.28
64,4616.81,73868.02,18.28
64,4614.80,73831.12,18.28
64,4599.77,73608.35,18.28
64,4612.82,73808.51,18.28
64,4608.00,73709.24,18.28
64,4611.80,73805.81,18.28
64,4616.86,73854.39,18.28
64,4599.60,73601.55,18.28
64,4613.63,73820.62,18.28
64,4614.12,73823.94,18.28
64,4614.41,73838.38,18.28
64,4614.20,73821.52,18.28
64,4613.17,73812.28,18.28
64,4614.10,73817.16,18.28
64,4606.82,73711.75,18.28
64,4619.80,73920.74,18.28
64,4607.55,73717.44,18.28
64,4606.64,73712.08,18.61
64,4612.93,73798.92,18.28
64,4611.79,73799.96,18.28
64,4605.18,73680.62,18.28
64,4614.82,73827.47,18.28
64,4609.40,73749.74,18.61
64,4618.03,73892.93,18.28
64,4617.05,73878.94,18.28
64,4610.20,73765.65,18.28
64,4610.21,73743.93,18.28
64,4605.00,73683.94,18.61
64,4613.82,73828.25,18.28
64,4617.56,73882.38,17.95
64,4610.02,73759.68,18.28
64,4622.83,73966.29,18.28
64,4607.57,73723.67,18.28
64,4625.03,73994.86,18.28
64,4606.24,73705.45,18.28
64,4610.94,73768.50,18.28
64,4606.00,73698.67,18.61
64,4609.97,73760.17,18.28
64,4619.18,73893.13,18.28
64,4613.25,73822.67,18.28
64,4608.71,73744.34,18.28
64,4612.60,73803.00,18.28
64,4615.86,73853.52,18.28
64,4614.58,73840.88,18.28
64,4617.86,73875.48,18.28
64,4614.35,73827.97,18.28
64,4611.90,73795.87,18.28
64,4611.41,73786.52,18.28
64,4612.62,73796.93,18.28
64,4613.89,73823.04,18.28
64,4617.85,73882.06,18.61
64,4614.07,73819.39,18.28
64,4616.01,73869.28,18.28
64,4601.20,73598.27,18.28
64,4597.58,73571.68,18.28
64,4607.82,73723.07,18.28
64,4607.80,73724.19,18.28
64,4616.80,73871.16,18.28
64,4614.80,73848.93,18.28
64,4616.60,73846.65,18.61
64,4612.20,73795.76,18.28
64,4592.39,73484.98,18.95
64,4607.12,73724.92,18.28
64,4607.36,73705.22,18.28
64,4611.63,73780.92,18.28
64,4609.19,73749.89,18.28
64,4591.56,73464.95,18.61
64,4601.61,73630.48,18.28
64,4615.40,73847.17,18.61
64,4616.63,73866.43,18.61
64,4606.37,73710.13,18.28
64,4604.01,73661.99,18.61
64,4607.41,73703.74,18.28
64,4619.80,73916.35,18.28
64,4609.78,73764.05,18.28
64,4603.88,73669.04,18.28
64,4611.54,73776.91,18.61
64,4602.21,73638.71,18.61
64,4614.13,73828.35,18.28
64,4616.17,73854.86,18.28
64,4607.43,73715.44,18.28
64,4607.68,73736.70,18.28
64,4615.40,73842.39,18.28
64,4609.97,73750.28,18.28
64,4602.43,73632.44,18.61
64,4600.97,73624.06,18.28
64,4606.85,73721.54,18.61
64,4616.02,73846.32,18.28
64,4613.47,73811.06,18.28
64,4612.42,73794.56,18.28
64,4623.90,73996.42,18.28
64,4612.76,73799.00,18.61
64,4620.04,73925.16,18.28
64,4612.32,73786.58,18.28
64,4608.09,73729.79,18.28
64,4609.48,73750.67,18.28
64,4615.91,73852.80,18.28
64,4611.98,73799.50,18.28
64,4619.79,73919.17,18.28
64,4615.03,73842.65,18.28
64,4609.56,73748.44,18.28
64,4612.15,73792.01,18.28
64,4608.21,73724.76,18.28
64,4613.87,73839.75,18.28
64,4614.59,73826.77,18.28
64,4617.60,73876.01,18.28
64,4614.03,73833.31,18.28
64,4603.84,73654.05,18.28
64,4616.34,73873.70,18.28
64,4613.19,73799.42,18.28
64,4614.00,73824.45,18.28
64,4609.02,73753.19,18.28
64,4610.59,73760.06,18.28
64,4613.50,73810.80,18.28
64,4610.80,73777.96,18.61
64,4607.00,73718.46,18.28
64,4613.46,73801.57,18.28
64,4614.94,73853.06,18.28
64,4611.07,73761.59,18.28
64,4603.98,73672.36,18.61
64,4610.79,73768.98,18.28
64,4616.45,73876.65,18.28
64,4623.17,73958.94,18.28
64,4613.21,73817.41,18.28
64,4613.16,73800.57,18.28
64,4608.84,73750.79,18.28
64,4614.77,73833.85,18.28
64,4616.75,73869.48,18.28
64,4610.42,73771.97,18.28
64,4603.36,73638.50,18.28
64,4613.06,73819.38,18.28
64,4613.03,73806.03,18.28
64,4605.40,73681.37,18.28
64,4610.41,73777.21,18.28
64,4613.01,73806.39,18.28
64,4607.61,73717.10,18.28
64,4608.29,73736.27,18.28
64,4609.88,73760.47,18.28
64,4612.97,73810.31,18.28
64,4613.01,73807.48,18.28
64,4615.40,73846.48,18.28
64,4607.80,73718.78,18.28
64,4605.45,73683.40,18.28
64,4616.94,73871.86,18.28
64,4597.44,73562.28,18.28
64,4617.39,73875.23,18.28
64,4609.31,73747.80,18.28
64,4615.61,73853.91,18.28
64,4604.58,73671.96,18.28
64,4608.64,73739.82,18.28
64,4608.63,73740.61,18.28
64,4602.24,73624.30,18.61
64,4614.68,73843.85,18.28
64,4619.62,73912.75,18.28
64,4611.45,73773.42,18.28
64,4613.98,73840.95,18.28
64,4617.60,73879.75,18.28
64,4618.82,73887.40,18.28
64,4615.04,73851.83,18.28
64,4615.97,73858.14,18.28
64,4605.27,73673.74,18.28
64,4606.34,73698.90,18.28
64,4612.64,73814.40,18.28
64,4609.31,73734.33,18.28
64,4605.37,73685.51,18.28
64,4612.26,73803.70,18.61
64,4608.41,73738.74,18.28
64,4617.38,73872.26,18.28
64,4613.01,73802.39,18.28
64,4621.07,73951.25,18.28
64,4611.69,73796.51,18.28
64,4613.90,73806.01,18.28
64,4599.56,73594.34,18.28
64,4605.21,73678.89,18.61
64,4607.74,73726.37,18.28
64,4613.68,73813.90,18.28
64,4621.98,73963.01,18.28
64,4608.25,73731.33,18.61
64,4615.51,73847.50,18.28
64,4615.03,73851.75,18.28
64,4603.02,73628.73,18.28
64,4617.41,73880.70,18.28
64,4610.61,73765.08,18.28
64,4604.00,73672.00,18.61
64,4620.40,73922.17,18.28
64,4612.95,73800.65,18.28
64,4610.83,73779.72,18.28
64,4616.60,73867.00,18.28
64,4603.83,73667.72,18.61
64,4617.58,73882.32,18.28
64,4611.01,73762.09,18.61
64,4606.81,73721.76,18.28
64,4609.18,73744.82,18.28
64,4616.59,73859.05,18.28
64,4612.86,73818.79,18.61
64,4608.48,73747.83,18.61
64,4615.00,73819.82,18.28
64,4606.43,73701.74,18.28
64,4612.09,73790.61,18.28
64,4614.33,73831.23,18.28
64,4610.40,73763.84,18.28
64,4613.46,73825.08,18.28
64,4611.58,73771.42,18.61
64,4604.98,73696.65,18.28
64,4610.14,73749.85,18.28
64,4610.38,73782.64,18.28
64,4608.81,73731.57,18.61
64,4615.60,73832.73,18.28
64,4611.60,73798.59,18.28
64,4624.70,73995.60,18.28
64,4610.96,73772.90,18.28
64,4599.61,73598.89,18.28
64,4609.36,73751.79,18.28
64,4610.91,73777.92,18.28
64,4610.73,73757.09,18.28
64,4616.27,73860.15,18.28
64,4606.99,73703.83,18.28
64,4613.65,73829.37,18.28
64,4612.52,73809.92,18.61
64,4611.02,73771.95,18.28
64,4613.35,73813.13,18.28
64,4613.23,73811.73,18.28
64,4619.82,73923.05,18.28
64,4612.59,73802.52,18.28
64,4618.61,73892.19,18.28
64,4622.99,73961.46,18.28
64,4614.41,73827.91,18.28
64,4607.35,73729.81,18.28
64,4596.42,73533.48,18.61
64,4614.81,73832.99,18.28
64,4602.42,73641.72,18.61
64,4623.71,73976.51,18.28
64,4620.48,73931.82,18.28
64,4612.40,73798.80,18.28
64,4621.43,73955.46,18.28
64,4612.22,73781.88,18.28
64,4625.40,74010.64,18.28
64,4608.94,73750.97,18.28
64,4593.58,73501.95,18.28
64,4611.06,73757.30,18.28
64,4612.49,73813.40,18.28
64,4614.79,73842.98,18.28
64,4625.02,73986.08,18.28
64,4628.40,74053.61,18.28
64,4608.23,73728.22,18.28
64,4612.17,73797.32,18.28
64,4604.99,73678.30,18.28
64,4617.42,73873.24,18.28
64,4617.20,73884.54,18.28
64,4622.01,73952.58,18.28
64,4616.59,73866.65,18.28
64,4612.87,73796.64,18.28
64,4619.17,73907.07,18.28
64,4613.42,73823.49,18.28
64,4605.44,73687.08,18.28
64,4613.39,73820.71,18.28
64,4619.19,73913.99,18.28
64,4603.19,73642.11,18.28
64,4603.03,73644.29,18.28
64,4615.37,73848.51,18.28
64,4604.54,73674.86,18.28
64,4605.80,73689.54,18.28
64,4605.20,73686.85,18.28
64,4612.95,73796.74,18.28
64,4608.88,73732.91,18.28
64,4611.81,73802.13,18.28
64,4609.66,73767.94,18.61
64,4615.00,73823.20,18.28
64,4599.57,73582.64,18.28
64,4613.42,73833.56,18.28
64,4607.77,73724.33,18.61
64,4611.60,73773.37,18.28
64,4608.26,73742.93,18.28
64,4613.85,73829.37,18.28
64,4624.05,73964.25,18.28
64,4610.84,73782.87,18.28
64,4605.46,73690.13,18.61
64,4614.08,73820.93,18.28
64,4613.07,73808.69,18.28
64,4616.00,73856.74,18.28
64,4605.81,73691.74,18.28
64,4606.70,73708.44,18.28
64,4609.83,73759.35,18.28
64,4624.98,74002.93,18.28
64,4605.62,73688.30,18.61
64,4613.36,73808.68,18.28
64,4603.41,73651.62,18.28
64,4615.09,73850.70,18.28
64,4613.94,73807.77,18.28
64,4622.39,73977.76,18.28
64,4622.29,73948.90,18.28
64,4610.28,73764.63,18.28
64,4615.21,73841.77,18.28
64,4611.89,73796.28,18.61
64,4606.17,73697.58,18.28
64,4611.62,73777.28,18.28
64,4610.23,73774.14,18.28
64,4623.54,73967.49,18.28
64,4613.45,73814.00,18.61
64,4615.11,73845.37,18.28
64,4610.59,73775.22,18.28
64,4618.61,73893.99,18.28
64,4622.24,73960.49,18.28
64,4612.15,73787.56,18.28
64,4613.80,73818.85,18.28
64,4604.68,73686.30,18.28
64,4611.20,73775.40,18.28
64,4619.92,73910.88,18.28
64,4608.78,73737.70,18.28
64,4604.93,73688.09,18.28
64,4612.11,73793.63,18.28
64,4618.03,73889.61,18.28
64,4619.06,73908.33,18.28
64,4616.57,73853.59,18.28
64,4615.63,73859.67,18.28
64,4609.17,73749.72,18.28
64,4613.22,73803.96,18.61
64,4609.01,73743.52,18.28
64,4621.75,73950.77,18.28
64,4625.19,73997.81,18.28
64,4619.62,73918.74,18.28
64,4619.60,73913.01,18.28
64,4606.01,73694.63,18.28
64,4617.58,73890.65,18.28
64,4608.63,73721.28,18.28
64,4613.56,73827.96,18.28
64,4611.55,73778.26,18.28
64,4612.99,73804.09,18.28
64,4599.81,73601.90,18.28
64,4617.57,73884.54,18.28
64,4606.02,73692.51,18.61
64,4617.50,73885.22,18.28
64,4609.39,73744.61,18.28
64,4612.19,73800.20,18.28
64,4604.98,73677.10,18.28
64,4613.25,73803.95,18.28
64,4617.38,73887.67,18.28
64,4618.41,73891.37,18.28
64,4610.62,73774.04,18.28
64,4611.08,73786.14,18.61
64,4617.06,73849.60,18.61
64,4610.59,73783.80,18.28
64,4611.05,73776.01,18.28
64,4612.18,73791.34,18.28
64,4605.58,73687.92,18.61
64,4609.57,73746.86,18.28
64,4608.05,73737.63,18.28
64,4612.41,73812.38,18.61
64,4613.81,73810.52,18.28
64,4621.36,73936.51,18.28
64,4611.05,73787.46,18.28
64,4599.11,73568.73,18.61
64,4610.88,73784.15,18.28
64,4605.37,73677.92,18.61
64,4617.04,73876.58,18.28
64,4617.10,73879.92,18.28
64,4611.20,73770.25,18.28
64,4614.59,73843.17,18.28
64,4608.41,73724.92,18.28
64,4612.21,73804.74,18.61
64,4616.19,73843.90,18.28
64,4602.64,73645.38,18.28
64,4606.26,73708.09,18.28
64,4611.18,73787.04,18.61
64,4610.01,73763.69,18.28
64,4617.99,73873.31,18.28
64,4610.64,73773.89,18.28
64,4614.78,73835.12,18.28
64,4614.20,73822.86,18.28
64,4614.79,73845.51,18.28
64,4615.39,73840.20,18.28
64,4605.58,73695.26,18.28
64,4609.23,73738.29,18.28
64,4607.62,73716.28,18.28
64,4612.13,73801.64,18.28
64,4608.36,73736.75,18.28
64,4609.62,73757.07,18.28
64,4613.80,73825.13,18.28
64,4604.82,73675.05,18.28
64,4606.28,73697.09,18.28
64,4608.32,73733.08,18.28
64,4626.38,74025.94,18.28
64,4620.06,73922.93,18.28
64,4609.00,73723.80,18.28
64,4608.60,73744.58,18.28
64,4606.58,73715.94,18.28
64,4604.83,73670.69,18.28
64,4613.59,73813.66,18.28
64,4621.01,73943.71,18.28
64,4619.02,73903.93,18.28
64,4609.05,73745.97,18.28
64,4611.31,73784.91,18.28
64,4608.86,73738.60,18.28
64,4608.39,73720.98,18.28
64,4602.51,73651.32,18.28
64,4622.80,73969.67,18.28
64,4609.98,73758.83,18.61
64,4614.02,73820.91,18.28
64,4623.19,73964.92,18.28
64,4614.41,73839.55,18.28
64,4611.20,73775.76,18.28
64,4598.98,73586.70,18.28
64,4604.42,73675.92,18.28
64,4603.98,73654.31,18.28
64,4617.20,73882.86,18.28
64,4619.24,73897.68,18.28
64,4605.37,73691.10,18.28
64,4612.60,73797.84,18.28
64,4613.86,73830.79,18.28
64,4615.16,73830.63,18.61
64,4606.49,73710.99,18.28
64,4613.35,73806.18,18.28
64,4603.42,73666.07,18.28
64,4614.31,73819.71,18.28
64,4608.78,73739.56,18.28
64,4603.64,73659.57,18.28
64,4609.77,73763.79,18.28
64,4602.31,73628.33,18.28
64,4612.79,73812.71,18.61
64,4611.78,73779.06,18.28
64,4609.61,73753.70,18.28
64,4618.59,73897.67,18.28
64,4608.81,73751.37,18.28
64,4613.59,73815.67,18.28
64,4617.74,73881.64,18.28
64,4607.84,73720.27,18.28
64,4607.82,73727.65,18.28
64,4605.76,73691.44,18.28
64,4606.63,73704.08,18.61
64,4611.00,73780.60,18.28
64,4603.20,73647.85,18.28
64,4611.80,73797.26,18.28
64,4618.66,73900.55,18.28
64,4612.67,73781.98,18.28
64,4610.18,73776.53,18.28
64,4599.60,73601.24,18.28
64,4609.03,73733.82,18.28
64,4608.23,73726.93,18.28
64,4611.62,73781.49,18.28
64,4617.26,73883.34,18.28
64,4623.68,73977.89,18.28
64,4609.65,73749.95,18.28
64,4607.83,73729.28,18.28
64,4603.92,73662.15,18.28
64,4605.89,73696.60,18.28
64,4614.14,73825.83,18.28
64,4618.76,73897.11,18.28
64,4606.78,73712.65,18.61
64,4619.30,73914.06,18.28
64,4608.03,73724.47,18.28
64,4612.69,73811.78,18.28
64,4606.70,73700.44,18.61
64,4609.88,73754.71,18.28
64,4615.84,73865.57,18.28
64,4618.60,73891.07,18.28
64,4613.62,73813.07,18.28
64,4602.84,73644.49,18.28
64,4613.95,73835.20,18.61
64,4619.42,73898.18,18.28
64,4616.16,73852.80,18.28
64,4612.41,73812.49,18.28
64,4612.87,73802.49,18.28
64,4617.18,73877.16,18.28
64,4610.93,73779.67,18.28
64,4611.60,73783.04,18.28
64,4600.42,73605.67,18.28
64,4609.20,73736.54,18.28
64,4606.98,73715.67,18.28
64,4608.50,73747.02,18.28
64,4608.78,73733.69,18.28
64,4620.32,73917.19,18.28
64,4609.60,73766.26,18.28
64,4610.00,73751.13,18.28
64,4611.70,73777.06,18.28
64,4605.56,73713.44,18.28
64,4613.22,73797.17,18.28
64,4614.05,73829.26,18.28
64,4616.67,73862.69,18.28
64,4600.41,73619.52,18.28
64,4617.82,73866.31,18.28
64,4601.21,73622.31,18.28
64,4621.06,73934.97,18.61
64,4608.21,73739.08,18.28
64,4606.19,73695.22,18.61
64,4617.79,73891.08,18.28
64,4610.02,73755.45,18.61
64,4604.21,73657.37,18.28
64,4607.55,73730.47,18.61
64,4610.38,73767.91,18.28
64,4620.67,73912.17,18.28
64,4598.37,73586.29,18.28
64,4609.40,73750.98,18.28
64,4603.97,73668.57,18.28
64,4612.19,73795.67,18.28
64,4610.22,73766.57,18.28
64,4609.81,73747.69,18.28
64,4606.52,73716.99,18.28
64,4612.00,73786.62,18.28
64,4605.99,73684.57,18.61
64,4605.30,73695.54,18.28
64,4611.81,73789.48,18.28
64,4613.78,73809.93,18.28
64,4611.78,73808.45,18.28
64,4611.37,73766.25,18.28
64,4610.37,73773.45,18.61
64,4617.90,73890.39,18.28
64,4611.77,73770.56,18.28
64,4613.72,73828.15,18.28
64,4615.49,73851.28,18.28
64,4613.42,73808.12,18.28
64,4616.79,73883.49,18.28
64,4616.55,73860.61,18.28
64,4613.61,73806.39,18.61
64,4598.31,73579.83,18.28
64,4613.67,73816.16,18.28
64,4602.78,73645.96,18.28
64,4607.86,73725.97,18.28
64,4617.17,73876.92,18.28
64,4615.94,73857.62,18.28
64,4616.26,73852.23,18.28
64,4604.81,73680.76,18.28
64,4621.62,73940.48,18.28
64,4606.39,73703.41,18.61
64,4602.60,73642.20,18.28
64,4611.39,73787.70,18.28
64,4619.93,73909.31,18.28
64,4617.66,73892.59,18.28
64,4617.44,73881.26,18.28
64,4616.11,73859.30,18.28
64,4606.91,73703.12,18.28
64,4608.33,73732.31,18.28
64,4615.94,73861.11,18.28
64,4612.01,73790.20,18.28
64,4609.82,73760.17,18.28
64,4612.19,73796.81,18.28
64,4620.42,73920.68,18.28
64,4618.27,73893.94,18.28
64,4601.16,73613.74,18.61
64,4607.82,73715.68,18.61
64,4616.81,73888.82,18.28
64,4615.19,73841.70,18.28
64,4602.58,73634.72,18.61
64,4613.37,73807.92,18.28
64,4617.46,73886.61,18.61
64,4615.40,73840.05,18.28
64,4609.90,73753.25,18.28
64,4613.67,73831.77,18.28
64,4609.97,73763.51,18.28
64,4615.62,73843.84,18.28
64,4616.81,73868.15,18.28
64,4610.82,73768.53,18.28
64,4606.48,73710.95,18.28
64,4615.40,73846.80,18.28
64,4604.07,73657.55,18.61
64,4605.17,73698.08,18.28
64,4619.58,73901.85,18.28
64,4628.22,74055.91,18.28
64,4609.38,73735.25,18.28
64,4609.02,73768.50,18.28
64,4603.40,73644.58,18.61
64,4608.20,73733.52,18.28
64,4609.61,73752.34,18.28
64,4605.57,73670.92,18.61
64,4615.41,73866.72,18.28
64,4610.83,73769.69,18.61
64,4621.58,73922.89,18.28
64,4608.60,73749.42,18.28
64,4608.84,73750.82,18.28
64,4621.05,73933.00,18.28
64,4616.89,73876.44,18.28
64,4616.47,73859.74,18.28
64,4611.22,73773.29,18.28
64,4606.61,73714.91,18.28
64,4607.79,73731.08,18.28
64,4613.37,73806.06,18.28
64,4613.17,73802.65,18.28
64,4612.59,73800.11,18.28
64,4611.67,73786.46,18.28
64,4608.61,73756.18,18.28
64,4611.38,73770.29,18.28
64,4597.21,73559.91,18.28
64,4611.78,73786.46,18.28
64,4621.57,73955.06,18.28
64,4604.58,73659.85,18.28
64,4613.62,73814.93,18.61
64,4612.78,73814.95,18.28
64,4615.42,73854.13,18.28
64,4611.24,73759.40,18.28
64,4608.59,73744.97,18.28
64,4618.41,73890.16,18.28
64,4607.76,73730.59,18.28
64,4614.87,73835.44,18.28
64,4609.41,73751.15,18.28
64,4561.55,72922.57,18.28
